report_date,location,location_type,data_field_code,value
2016-06-04,Dominican_Republic-Maria_Trinidad_Sanchez,province,DO0005,14.0
2016-06-04,Dominican_Republic-Elias_Pina,province,DO0005,6.0
2016-06-11,Dominican_Republic-Puerto_Plata,province,DO0005,167.0
2016-06-11,Dominican_Republic-Hermanas_Mirabal,province,DO0005,11.0
2016-06-11,Dominican_Republic-Samana,province,DO0005,26.0
2016-06-11,Dominican_Republic-San_Cristobal,province,DO0005,226.0
2016-06-11,Dominican_Republic-San_Juan,province,DO0005,22.0
2016-06-11,Dominican_Republic-San_Pedro_de_Macoris,province,DO0005,36.0
2016-06-11,Dominican_Republic-Sanchez_Ramirez,province,DO0005,18.0
2016-06-11,Dominican_Republic-Monsenor_Nouel,province,DO0005,32.0
2016-06-11,Dominican_Republic-Santiago-Rodriguez,municipality,DO0005,17.0
2016-06-11,Dominican_Republic-Valverde,province,DO0005,93.0
2016-06-11,Dominican_Republic-Monte_Plata,province,DO0005,41.0
2016-06-11,Dominican_Republic-Hato_Mayor,province,DO0005,41.0
2016-06-11,Dominican_Republic-San_Jose_de_Ocoa,province,DO0005,37.0
2016-06-11,Dominican_Republic-Santo_Domingo,province,DO0005,1789.0
2016-06-11,Dominican_Republic-Peravia,province,DO0005,34.0
2016-06-11,Dominican_Republic-Santiago,province,DO0005,126.0
2016-06-11,Dominican_Republic-Extranjera,province,DO0005,0.0
2016-06-11,Dominican_Republic-Pedernales,province,DO0005,9.0
2016-06-11,Dominican_Republic-Maria_Trinidad_Sanchez,province,DO0005,14.0
