report_date;location;climate;temp_max;temp_min;unit_temp;population;population_density;unit_pop_density;latitude_north_borders;longitude_north_borders;latitude_west_borders;longitude_west_borders;latitude_est_borders;longitude_est_borders;latitude_south_borders;longitude_south_borders;location_type;data_field;data_field_code;time_period;time_period_type;value;unit
07/05/2016;Brazil-Minas_Gerais;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;11237;cases
14/05/2016;Brazil-Minas_Gerais;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;11237;cases
21/05/2016;Brazil-Minas_Gerais;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;11670;cases
28/05/2016;Brazil-Minas_Gerais;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;12449;cases
11/06/2016;Brazil-Minas_Gerais;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;12891;cases
02/04/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;771;cases
23/04/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1079;cases
30/04/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1249;cases
07/05/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1362;cases
14/05/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1362;cases
21/05/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1583;cases
28/05/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2032;cases
11/06/2016;Brazil-Para;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2121;cases
02/04/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1060;cases
23/04/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1745;cases
30/04/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2275;cases
07/05/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2452;cases
14/05/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2452;cases
21/05/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2648;cases
28/05/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2865;cases
11/06/2016;Brazil-Paraiba;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2889;cases
02/04/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1540;cases
23/04/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1847;cases
30/04/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1965;cases
07/05/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2025;cases
14/05/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2025;cases
21/05/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2045;cases
28/05/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2001;cases
11/06/2016;Brazil-Parana;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1935;cases
02/04/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;333;cases
23/04/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;367;cases
30/04/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;450;cases
07/05/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;496;cases
14/05/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;496;cases
21/05/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;496;cases
28/05/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;393;cases
11/06/2016;Brazil-Pernambuco;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;394;cases
02/04/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;7;cases
23/04/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;75;cases
30/04/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;82;cases
07/05/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;95;cases
14/05/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;95;cases
21/05/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;148;cases
28/05/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;217;cases
11/06/2016;Brazil-Piaui;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;241;cases
02/04/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;25930;cases
23/04/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;32312;cases
30/04/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;32312;cases
07/05/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;38196;cases
14/05/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;38196;cases
21/05/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;43516;cases
28/05/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;46027;cases
11/06/2016;Brazil-Rio_de_Janeiro;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;46027;cases
02/04/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;640;cases
23/04/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1443;cases
30/04/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1647;cases
07/05/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1757;cases
14/05/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1757;cases
21/05/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1788;cases
28/05/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2312;cases
11/06/2016;Brazil-Rio_Grande_do_Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2342;cases
02/04/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;195;cases
23/04/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;264;cases
30/04/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;287;cases
07/05/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;311;cases
14/05/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;311;cases
21/05/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;344;cases
28/05/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;363;cases
11/06/2016;Brazil-Rio_Grande_do_Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;360;cases
02/04/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;618;cases
23/04/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;783;cases
30/04/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;783;cases
07/05/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;960;cases
14/05/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;960;cases
21/05/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;974;cases
28/05/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1032;cases
11/06/2016;Brazil-Rondonia;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;898;cases
02/04/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;44;cases
23/04/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;56;cases
30/04/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;57;cases
07/05/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;79;cases
14/05/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;79;cases
21/05/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;83;cases
28/05/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;83;cases
11/06/2016;Brazil-Roraima;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;83;cases
02/04/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;62;cases
23/04/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;86;cases
30/04/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;91;cases
07/05/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;95;cases
14/05/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;95;cases
21/05/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;102;cases
28/05/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;99;cases
11/06/2016;Brazil-Santa_Catarina;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;97;cases
02/04/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;1500;cases
23/04/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2547;cases
30/04/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;3262;cases
07/05/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;3452;cases
14/05/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;3452;cases
21/05/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;4043;cases
28/05/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;4702;cases
11/06/2016;Brazil-Sao_Paulo;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;4736;cases
02/04/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;348;cases
23/04/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;404;cases
30/04/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;427;cases
07/05/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;497;cases
14/05/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;497;cases
21/05/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;499;cases
28/05/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;490;cases
11/06/2016;Brazil-Sergipe;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;491;cases
02/04/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2893;cases
23/04/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;3612;cases
